"PROGRAMA_ORIGEN";"PROGRAMA_USADO"
"C_MSOLMA";"PROVEED"
"C_MSOLMA";"CLIENTES"
"C_MSOLMA";"CLIENTES"
"C_MSOLMA";"A_MALMAC"
"C_MSOLMA";"DEPARTAMENTOS"
"C_MSOLMA";"DEPARTAMENTOS"
"C_MSOLMA";"C_MORCMP"
"C_MSOLMA";"A_MARTIC"
"C_MSOLMA";"A_MCOESA"
"C_MSOLMA";"C_MTORIZ"
"C_MSOLMA";"A_MARTIC"
"C_MSOLMA";"PRC_GDESCOM"
"C_MSOLMA";"PRC_GDESCOM"
"C_MSOLMA";"PRC_TIPOCOSTES"
"C_MSOLMA";"PRC_TIPOCOSTES"
"C_MSOLMA";"A_MSEGME"
"C_MSOLMA";"CARASIEN"
"C_MSOLMA";"DIVISAS"
"C_MSOLMA";"ESTAPROV"
"C_MSOLMA";"ESTAPROV"
"C_MSOLMA";"C_TIPPED"
"C_MSOLMA";"P_MORDFA"
"C_MSOLMA";"P_MORDFA"
"C_MSOLMA";"P_MORDFA"
"C_MSOLMA";"C_MCONDP"
"C_MSOLMA";"P_MPLANP"
"C_MSOLMA";"A_MALMAC"
"C_MTACAC";"C_MTAPO"
"C_MTACAC";"C_MTAPO"
"C_MTACAC";"C_MOREC"
"C_MTACAC";"C_PUTOP"
"C_MTACAC";"C_PUTOP"
"C_MTACAC";"A_MALMAC"
"C_MTACAC";"C_MOREC"
"C_MTACAC";"DIVISAS"
"C_MTAPO";"FORMAPA"
"C_MTAPO";"A_MARTIC"
"C_MTAPO";"A_MPRESE"
"C_MTAPOD";"DIVISAS"
"C_MTAPOD";"A_MALMAC"
"C_MTAPOD";"C_PUTOP"
"C_MTAPOD";"C_MTAPO"
"C_MTCALM";"A_MALMAC"
"C_MTCDET";"DIVISAS"
"C_MTCDET";"PROVEED"
"C_MTCDET";"PROVEED"
"C_MTCDET";"A_MPRESE"
"C_MTCDET";"PROVEED"
"C_MTCDET";"A_MARTIC"
"C_MTCORP";"USUARIOS2"
"C_MTCORP";"PROVEED"
"C_MTEXPE";"C_MORCMP"
"C_MTEXPE";"C_MORCMP"
"C_MTEXPE";"A_MIDIOM"
"C_MTEXPE";"A_MIDIOM"
"C_MTEXTO";"A_MIDIOM"
"C_MTFACC";"MODELO_DECLARACION"
"C_MTFACC";"ESTAPROV"
"C_MTORIZ";"TIPOPERI"
"C_MTORIZ";"USUARIOS2"
"C_MTORIZ";"C_MTORIZ"
"C_MTORIZ";"C_MTORIZ"
"C_MTPEAP";"PROVEED"
"C_MTPEAP";"A_MARTIC"
"C_MTPEAP";"A_MARTIC"
"C_MTPEAP";"C_MORCMP"
"C_MTPEAP";"PROVEED"
"C_MTPEAP";"A_MIDIOM"
"C_MTPEAP";"C_MORCMP"
"C_MTPEAP";"PROVEED"
"C_MTPEAP";"A_MARTIC"
"C_MTPEAR";"A_MARTIC"
"C_MTPEAR";"A_MARTIC"
"C_MTPEAR";"C_MORCMP"
"C_MTPEAR";"C_MORCMP"
"C_MTPEAR";"A_MIDIOM"
"C_MTPEAR";"A_MARTIC"
"C_MTPEAR";"A_MIDIOM"
"C_MTPEPR";"A_MIDIOM"
"C_MTPEPR";"C_MORCMP"
"C_MTPEPR";"PROVEED"
"C_MTPEPR";"PROVEED"
"C_MTPEPR";"PROVEED"
"C_MTPEPR";"C_MORCMP"
"C_MTRFPE";"CLIENTES"
"C_MTRFPE";"DIVISAS"
"C_MTRFPE";"FORMASCP"
"C_MTRFPL";"FORMASCP"
"C_MTRFPL";"FORMASCP"
"C_MTRFPL";"FORMASCP"
"C_MTRFPL";"FORMASCP"
"C_MTRFPL";"USUARIOS2"
"C_MTRFPL";"DIVISAS"
"C_MTRFPL";"CLIENTES"
"C_MTRFPL";"FORMASCP"
"C_MTRFPO";"PROVEED"
"C_MTRFPO";"C_MORCMP"
"C_MTRFPO";"A_MARTIC"
"C_MTRFPO";"FORMASCP"
"C_MTRFPO";"A_MALMAC"
"C_MTRFPO";"A_MPRESE"
"C_MTRFPV";"USUARIOS2"
"C_MTRFPV";"C_MCGATI"
"C_MTRFPV";"FORMASCP"
"C_MTRFPV";"FORMASCP"
"C_MTRFPV";"FORMASCP"
"C_MTRFPV";"FORMASCP"
"C_MTRFPV";"FORMASCP"
"C_MTRFPV";"FORMASCP"
"C_MTRFPV";"FORMASCP"
"C_MTRFPV";"FORMASCP"
"C_MTRFPV";"FORMASCP"
"C_MTRFPV";"FORMASCP"
"C_MTRFPV";"FORMASCP"
"C_MTRFPV";"FORMASCP"
"C_MTRFPV";"PROVEED"
"C_MTRFPV";"PROVEED"
"C_MTRFPV";"PROVEED"
"C_MTRFPV";"C_MORCMP"
"C_MTRFPV";"C_MORCMP"
"C_MTRFPV";"A_MARTIC"
"C_MTRFPV";"A_MARTIC"
"C_MTRFPV";"A_MARTIC"
"C_MTRFPV";"DIVISAS"
"C_MTRFPV";"DIVISAS"
"C_MTRFPV";"DIVISAS"
"C_MTRFPV";"USUARIOS2"
"C_MUSUNIVSOL";"C_MNIVAUTSOL"
"C_MUSUNIVSOL";"C_MTORIZ"
"C_MUSUNIVSOL";"C_MORCMP"
"C_NAT_DOC";"A_MCOESA"
"CNTENVIO";"FACTORES"
"CNTENVIO";"DIVISAS"
"CO_ALVAL";"CLIENTES"
"CO_ALVAL";"A_MORCME"
"CO_ALVAL";"CLIENTES"
"CO_ALVAL";"A_MORCME"
"CO_ALVAL";"CLIENTES"
"CO_ARCON";"ESTAPROV"
"CO_ARCON";"A_MARTIC"
"CO_ARCON";"A_MARTIC"
"CO_ARCON";"A_MARTIC"
"CO_ARETI";"A_MARTIC"
"CO_ARETI";"A_MARTIC"
"CO_ARETI";"A_MALMAC"
"CO_ARETI";"CO_ETFPI"
"CO_ARETI";"A_MARTIC"
"CO_ARETI";"CO_ETFPI"
"CO_ARETI";"CO_ETFPI"
"CO_ARTEQ";"A_MARTIC"
"CO_ARTEQ";"A_MARTIC"
"CO_ARTEQ";"A_MARTIC"
"CO_ARTEQ";"A_MARTIC"
"CO_ARTEQ";"A_MARTIC"
"CO_ARTEQ";"A_MARTIC"
"CO_ASEGBAJA";"ASEGURA"
"CO_ASEGBAJA";"MGRUPCEN"
"CO_ASEGBAJA";"CARASIEN"
"CO_ASEGBAJA";"ASEGURA"
"CO_ASEGBAJA";"CARASIEN"
"CO_ASEGBAJA";"MGRUPCEN"
"CO_AUALC";"MGRUPCEN"
"CO_AUALC";"PROVEED"
"CO_AUALC";"PROVEED"
"CO_AUTCOMP";"C_MTORIZ"
"CO_AUTCOMP";"C_MTORIZ"
"CO_AUTCOMP";"DEPARTAMENTOS"
"CO_AUTCOMP";"C_MORCMP"
"CO_AUTCOMP";"CARASIEN"
"CO_AUTORTS";"CARASIEN"
"CO_AUTORTS";"F_MTIPED"
"CO_AUTORTS";"CLIENTES"
"CO_AUTORTS";"A_MORCME"
"CO_AUTORTS";"USUARIOS2"
"CO_AUTORTS";"FORMASCP"
"CO_AUTORTS";"A_MALMAC"
"CO_AUTORTS";"CLIENTES"
"CO_AUTORTS";"ESCADTOS"
"CO_AUTORTS";"FORMASCP"
"COBROSIN";"CLIENTES"
"COBROSIN";"BANCOSUC"
"COBROSIN";"CLIENTES"
"COBROSIN";"CLIENTES"
"COBROSIN";"CLIENTES"
"COBROSIN";"CLIENTES"
"COBROSIN";"CONCEPTES"
"COBROSIN";"PROVEED"
"COBROSIN";"PROVEED"
"COBROSIN";"PROVEED"
"COBROSIN";"BANCOS"
"COBROSIN";"BANCOS"
"COBROSIN";"BANCOS"
"COBROSIN";"BANCOS"
"COBROSIN";"AGENTES"
"COBROSIN";"AGENTES"
"COBROSIN";"AGENTES"
"COBROSIN";"AGENTES"
"COBROSIN";"MGRUPCEN"
"COBROSIN";"CUENTAS"
"COBROSIN";"CUENTAS"
"COBROSIN";"CUENTAS"
"COBROSIN";"CUENTAS"
"COBROSIN";"CUENTAS"
"COBROSIN";"CUENTAS"
"COBROSIN";"DIVISAS"
"COBROSIN";"CENCOSTE"
"COBROSIN";"CENCOSTE"
"COBROSIN";"CENCOSTE"
"COBROSIN";"CARASIEN"
"COBROSIN";"TIPTRANS"
"COBROSIN";"TIPTRANS"
"COBROSIN";"TIPTRANS"
"COBROSIN";"CLIENTES"
"CO_CAMPL";"A_MARTIC"
"CO_CAMPL";"CLIENTES"
"CO_CAMPL";"CLIENTES"
"CO_CAMPL";"A_MARTIC"
"CO_CATPE";"A_MORCME"
"CO_CCLAR";"CLIENTES"
"CO_CCLAR";"A_MORCME"
"CO_CCLAR";"CARASIEN"
"CO_CCLAR1";"CLIENTES"
"CO_CCLAR1";"CARASIEN"
"CO_CCLAR1";"A_MORCME"
"CO_CIEHP";"CLIENTES"
"CO_CIEHP";"A_MORCME"
"CO_CIEHP";"A_MORCME"
"CO_CIEHP";"CLIENTES"
"CO_CLEND";"DOMENVIO"
"CO_CLEND";"DOMENVIO"
"CO_CLEND";"CLIENTES"
"CO_CLEND";"A_MALMAC"
"CO_CLEND";"CLIENTES"
"CO_CLEND";"CLIENTES"
"CO_CLEND";"CLIENTES"
"CO_CLFAM";"A_MORCME"
"CO_CLFAM";"CLIENTES"
"CO_CLFAM";"A_MARTIC"
"CO_CLFAM";"A_MORCME"
"CO_CLFAM";"A_MCOESA"
"CO_CLFAM";"AGENTES"
"CO_CLFAM";"F_MTIPAG"
"CO_CLFAM";"A_MORCME"
"CO_CLFAM";"CLIENTES"
"CO_CLFAM";"CARASIEN"
"CO_CLFAM";"CLIENTES"
"CO_CLIRI";"CLIENTES"
"CO_CLIRI";"CLIENTES"
"CO_CLIRI";"CLIENTES"
"CO_CLIRI";"CLIENTES"
"C_OCLOGO";"C_TIPPED"
"C_OCLOGO";"C_MORCMP"
"CO_COARB";"CLIENTES"
"CO_COARB";"CLIENTES"
"CO_COARB";"CLIENTES"
"CO_COARB";"CLIENTES"
"CO_COARB";"CLIENTES"
"CO_CONHA";"ESTAPROV"
"CO_CONHA";"TIPNIF"
"CO_DESETI";"A_MARTIC"
"CO_DESETI";"A_MARTIC"
"CO_DESETI";"CLIENTES"
"CO_DESETI";"A_MARTIC"
"CO_DESETI";"CLIENTES"
"CO_DESETI";"CLIENTES"
"CO_DESRE";"EMPRESAS"
"CO_DIFPS";"A_MORCME"
"CO_DIFPS";"A_MCOESA"
"CO_DIFPS";"A_MCOESA"
"CO_DIFPS";"AGENTES"
"CO_DIFPS";"AGENTES"
"CO_DIFPS";"F_MTIPAG"
"CO_DIFPS";"CLIENTES"
"CO_DIFPS";"CLIENTES"
"CO_DIFPS";"CLIENTES"
"CO_DIFPS";"A_MALMAC"
"CO_DIFPS";"A_MCOESA"
"CO_DIFPS";"F_MTIPED"
"CO_DIFPS";"A_MARTIC"
"CO_DIFPS";"A_MARTIC"
"CODIGOS_MOVIMIENTO_PMPE";"A_MCODMO"
"CO_DOSIL";"CLIENTES"
"CO_DOSIL";"CO_MTVEH"
"CO_DOSIL";"DOMENVIO"
"CO_ETFPI";"CO_ETFPI"
"CO_ETFPI";"CO_ETFPI"
"CO_ETFPI";"CO_ETFPI"
"CO_ETFPI";"CO_ETFPI"
"CO_ETFPI";"FM_MODNUT"
"CO_ETFPI";"A_MIDIOM"
"CO_ETFPI";"FM_CFORMU"
"CO_ETFPI";"A_MIDIOM"
"CO_EXREP";"CO_MTVEH"
"CO_EXREP";"REPARUTA"
"CO_EXTRANA";"A_MSEGME"
"CO_EXTRANA";"CENCOSTE"
"CO_EXTRANA";"MGRUPCEN"
"CO_FACHCK";"A_MALMAC"
"CO_FACHCK";"CLIENTES"
"CO_FACHCK";"A_MARTIC"
"CO_FACHCK";"FORMASCP"
"CO_FACHCK";"F_MTIPED"
"CO_FACHCK";"A_MPRESE"
"CO_FACHCK";"F_MATRIC"
"CO_FCOBCESCE";"ASEGURA"
"C_OFEFAM";"C_MORCMP"
"C_OFEFAM";"A_MCOESA"
"C_OFEFAM";"PROVEED"
"CO_GRUOP";"USUARIOS2"
"CO_HOJCAK";"ESTAPROV"
"CO_HOJCAK";"F_MATRIC"
"CO_HOJCAK";"P_MPLANP"
"CO_HOJCAK";"F_PHOJCA"
"CO_HOJCAK";"A_MALMAC"
"CO_HOJCAK";"A_MALMAC"
"CO_HOJCAK";"A_MALMAC"
"CO_HOJCAK";"A_MALMAC"
"CO_HOJCAK";"A_MALMAC"
"CO_HOJCAK";"A_MALMAC"
"CO_HOJCAK";"P_MTRABA"
"CO_HOJCAK";"CLIENTES"
"CO_HOJCAK";"A_GTPCIRC"
"CO_HOJCAK";"A_GTPCIRC"
"CO_HOJCAK";"CLIENTES"
"CO_HOJCAK";"CLIENTES"
"CO_HOJCAK";"CLIENTES"
"CO_HOJCAK";"CLIENTES"
"CO_HOJCAK";"CLIENTES"
"CO_HOJCAK";"PESDVDS"
"CO_HOJCAK";"DOMENVIO"
"CO_HOJCAK";"DOMENVIO"
"CO_HOJCAK";"DOMENVIO"
"CO_HOJCAK";"PROVEED"
"CO_HOJCAK";"PROVEED"
"CO_HOJCAK";"PROVEED"
"CO_HOJCAK";"PROVEED"
"CO_HOJCAK";"PROVEED"
"CO_HOJCAK";"PROVEED"
"CO_HOJCAK";"PROVEED"
"CO_HOJCAK";"A_MCOESA"
"CO_HOJCAK";"A_MCOESA"
"CO_HOJCAK";"A_MARTIC"
"CO_HOJCAK";"A_MARTIC"
"CO_HOJCAK";"MGRUPCEN"
"CO_HOJCAK";"USUARIOS2"
"CO_HOJCAK";"A_MIDIOM"
"CO_HOJCAK";"TIPOSCLI"
"CO_HOJCAK";"LOTES"
"CO_HOJCAK";"LOTES"
"CO_HOJCAK";"REPARUTA"
"CO_HOJCAK";"REPARUTA"
"CO_HOJCAK";"P_MORDFA"
"CO_HOJCAK";"CO_MTVEH"
"CO_HOJCAK";"CO_CONHA"
"CO_HOJCAK";"CO_CONHA"
"CO_HOJCAK";"F_MATRIC"
"CO_HOJCAK";"A_MORCME"
"CO_HOJPR";"F_MTIPED"
"CO_HOJPR";"A_MORCME"
"CO_HOJPR";"A_MORCME"
"CO_HOJPR";"P_MPLANP"
"CO_HOJPR";"P_MPLANP"
"CO_HOJPR";"A_MALMAC"
"CO_HOJPR";"CLIENTES"
"CO_HOJPR";"CLIENTES"
"CO_HOJPR";"PROVEED"
"CO_HOJPR";"PROVEED"
"CO_HOJPR";"AGENTES"
"CO_HOJPR";"A_MARTIC"
"CO_HOJPR";"A_MARTIC"
"CO_HOJPR";"TIPOSCLI"
"CO_HOJPR";"REPARUTA"
"CO_HOJPR";"P_MORDFA"
"CO_HOJPR";"P_MORDFA"
"CO_HOJPR";"CO_MTVEH"
"CO_HRECE";"CO_RECET"
"CO_HRECE";"A_MORCME"
"CO_HRECE";"A_MALMAC"
"CO_HRECE";"CO_RECET"
"CO_HRECE";"DOMENVIO"
"CO_HRECE";"A_MARTIC"
"CO_HRECE";"A_MARTIC"
"CO_HRECE";"CLIENTES"
"CO_IMPET";"A_MALMAC"
"CO_IMPET";"PROVEED"
"CO_IMPET";"P_MPLANP"
"CO_IMPET";"A_MIDIOM"
"CO_IMPET";"ESTAPROV"
"CO_IMPET";"EMPRESAS"
"CO_LDEVO";"A_MARTIC"
"CO_LDEVO";"A_MALMAC"
"CO_LDEVO";"A_MCOESA"
"CO_LDEVO";"A_MCOESA"
"CO_LDEVO";"MGRUPCEN"
"CO_LDEVO";"CLIENTES"
"CO_LDEVO";"CLIENTES"
"CO_LDEVO";"CLIENTES"
"CO_LDEVO";"F_MTIPED"
"CO_LDEVO";"A_MORCME"
"CO_LDEVO";"A_MARTIC"
"CO_LDEVO";"A_MCOESA"
"CO_LETFP";"CO_ETFPI"
"CO_LETFP";"A_MIDIOM"
"CO_LETFP";"A_MARTIC"
"CO_LETFP";"A_MIDIOM"
"CO_LHREC";"ESTAPROV"
"CO_LHREC";"A_MALMAC"
"CO_LHREC";"RH_COMAUTO"
"CO_LHREC";"A_MALMAC"
"CO_LISRE";"CLIENTES"
"CO_LISRE";"CLIENTES"
"CO_LPROFE";"A_MCOESA"
"CO_LPROFE";"A_MORCME"
"CO_LPROFE";"A_MCOESA"
"CO_LPROFE";"A_MARTIC"
"CO_LPROFE";"A_MARTIC"
"CO_LPROFE";"CLIENTES"
"CO_LPROFE";"A_MCOESA"
"CO_LQANPA";"C_MORCMP"
"CO_LQANPA";"C_MORCMP"
"CO_LQANPA";"U_MPLANT"
"CO_LQANPA";"U_MPLANT"
"CO_LQANPA";"CARASIEN"
"CO_LQANPA";"CARASIEN"
"CO_LQANPA";"CARASIEN"
"CO_LQANPA";"A_MCOESA"
"CO_LQANPA";"A_MCODMO"
"CO_LQANPA";"A_MCODMO"
"CO_LQANPA";"F_MTIPED"
"CO_LQANPA";"A_MALMAC"
"CO_LQANPA";"A_MALMAC"
"CO_LQANPA";"C_TIPPED"
"CO_LQANPA";"C_TIPPED"
"CO_LQANPA";"A_MALMAC"
"CO_LQANPA";"A_MORCME"
"CO_LQANPA";"A_MCOESA"
"CO_MACOP";"A_MORCME"
"CO_MACOP";"PROVEED"
"CO_MACOP";"A_MARTIC"
"CO_MALHC";"CO_CONHA"
"CO_MALHC";"F_MATRIC"
"CO_MENRI";"CLIENTES"
"CO_MENRI";"CLIENTES"
"CO_MENRI";"CLIENTES"
"CO_MENRI";"CLIENTES"
"CO_MENRI";"CLIENTES"
"CO_MENRI";"MGRUPCEN"
"CO_MENRI";"CLIENTES"
"CO_METRA";"A_MARTIC"
"CO_METRA";"A_MARTIC"
"CO_METRA";"A_MORCME"
"CO_METRA";"A_MCOESA"
"CO_METRA";"A_MALMAC"
"COMICOB";"AGENTES"
"COMICOB";"A_MORCME"
"COMICOB";"AGENTES"
"CO_MINPC";"DOMENVIO"
"CO_MINPC";"ZONAS"
"CO_MINPC";"DIVISAS"
"CO_MINPC";"A_MORCME"
"CO_MINPC";"A_MORCME"
"CO_MINPC";"DOMENVIO"
"CO_MINPC";"DOMENVIO"
"CO_MINPC";"DOMENVIO"
"CO_MINPC";"ZONAS"
"CO_MINPF";"A_MORCME"
"CO_MINPF";"DIVISAS"
"CO_MINPF";"FORMASCP"
"CO_MINPF";"FORMASCP"
"CO_MINPF";"FORMASCP"
"CO_MINPF";"A_MORCME"
"CO_MINPZ";"A_MORCME"
"CO_MINPZ";"A_MORCME"
"CO_MINPZ";"DIVISAS"
"CO_MINPZ";"ZONAS"
"CO_MINPZ";"ZONAS"
"CO_MINPZ";"ZONAS"
"COMIVTAS";"AGENTES"
"COMIVTAS";"AGENTES"
"COMIVTAS";"A_MORCME"
"CO_MOCAP";"A_MORCME"
"CO_MOFAC";"CLIENTES"
"CO_MOFAC";"CARASIEN"
"CO_MOFAC";"TIPOSFAC"
"CO_MOFAC";"CLIENTES"
"CO_MOFAC";"FORMASCP"
"CO_MOFAC";"DOMENVIO"
"CO_MOFAC";"FORMASCP"
"CO_MOFAC";"A_MORCME"
"CO_MOFAC";"CLIENTES"
"CO_MOFAC";"A_MORCME"
"CO_MOFAC";"AGENTES"
"CO_MOFAC";"A_MORCME"
"CO_MOFAC";"A_MALMAC"
"CO_MOFAC";"A_MALMAC"
"CO_MOFAC";"F_MATRIC"
"CO_MOFAC";"CARASIEN"
"COMP_MOVIM";"A_MARTIC"
"COMP_MOVIM";"LOTES"
"COMP_MOVIM";"LOTES"
"COMP_MOVIM";"LOTES"
"COMP_MOVIM";"EX_TRATAMIENTOS"
"COMP_MOVIM";"A_MCODMO"
"COMP_MOVIM";"A_MTIPMO"
"COMP_MOVIM";"A_MSITST"
"COMP_MOVIM";"A_MZONAL"
"COMP_MOVIM";"ESTAPROV"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MALMAC"
"COMP_MOVIM";"A_MTIPUB"
"COMP_MOVIM";"CLIENTES"
"COMP_MOVIM";"CLIENTES"
"COMP_MOVIM";"CLAV_ART"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMP_MOVIM";"A_MCOESA"
"COMPSALC";"TIPTRANS"
"COMPSALC";"AGENTES"
"COMPSALC";"MGRUPCEN"
"COMPSALC";"CUENTAS"
"COMPSALC";"CUENTAS"
"COMPSALC";"TIPOSCLI"
"COMPSALC";"DIVISAS"
"COMPSALC";"TIPOS_RE_FIN"
"COMPSALC";"CARASIEN"
"COMPSALC";"ZONAS"
"COMPSALC";"ZONAS"
"COMPSALC";"TIPOS_RE"
"COMPSALC";"ESTAPROV"
"COMPSALC";"CLIENTES"
"COMPSALC";"CLIENTES"
"COMPSALC";"CLIENTES"
"COMPSALC";"CLIENTES"
"COMPSALC";"CLA_EST"
"COMPSALC";"BANCOS"
"COMPSALC";"BANCOS"
"COMPSALC";"BANCOS"
"COMPSALC";"AGENTES"
"COMPSALC";"AGENTES"
"COMPSALC";"ASEGURA"
"COMSABA2";"CARASIEN"
"COMSABA2";"BANCOS"
"COMSABA2";"PROVEED"
"COMSABA2";"PROVEED"
"COMSABA2";"MGRUPCEN"
"COMSABA2";"BANCOS"
"COMSABA2";"DIVISAS"
"COMSABA2";"PROPUEST"
"COMSABA2";"PROPUEST"
"COMSABA2";"TIPTRANS"
"COMSALPG";"BANCOS"
"COMSALPG";"PROVEED"
"COMSALPG";"MGRUPCEN"
"COMSALPG";"DIVISAS"
"COMSALPG";"PROVEED"
"COMSALPG";"ESTAPROV"
"COMSALPG";"CLA_EST"
"COMSALPG";"PROVEED"
"COMSALPG";"BANCOS"
"COMSALPG";"TIPTRANS"
"COMSALPG";"CARASIEN"
"COMSALPG";"CUENTAS"
"COMSALPG";"CUENTAS"
"COMSALPG";"TIPOSPRO"
"COMSALRE";"TIPTRANS"
"COMSALRE";"CLIENTES"
"COMSALRE";"MGRUPCEN"
"COMSALRE";"A_MSEGME"
"COMSALRE";"CENCOSTE"
"COMSALRE";"CLIENTES"
"CO_MTVEH";"CO_MTVEH"
"CO_MTVEH";"CO_MTVEH"
"COMUN_AUTO";"FORMVAL"
"COMUNI_SM";"BANCOS"
"COMUNI_SM";"SISSM"
"COMUNI_SM_CON";"SISSMCON"
"CO_MVETE";"USUARIOS2"
"CO_MVETE";"ESTAPROV"
"CO_MVETE";"ESTAPROV"
"CO_MVETE_ESTAPROV";"ESTAPROV"
"CO_MVETE_ESTAPROV";"ESTAPROV"
"CONALB";"A_MALMAC"
"CONALB";"CLIENTES"
"CONALB";"CLIENTES"
"CONALB";"CLIENTES"
"CONALB";"CLIENTES"
"CONALB";"ESCADTOS"
"CONALB";"DOMENVIO"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MARTIC"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MCOESA"
"CONALB";"A_MARTIC"
"CONALB";"MGRUPCEN"
"CONALB";"USUARIOS2"
"CONALB";"TIPOSCLI"
"CONALB";"REPARUTA"
"CONALB";"CARASIEN"
"CONALB";"P_MORDFA"
"CONALB";"P_MORDFA"
"CONALB";"F_MTIPED"
"CONALB";"TIP_ALBCANC"
"CONALB";"TIPOSFAC"
"CONALB";"A_MORCME"
"CONALB";"P_MPLANP"
"CONALB";"FORMASCP"
"CONALB";"FORMASCP"
"CONALB";"FORMASCP"
"CONALBAG";"CLIENTES"
"CONALBAG";"FORMASCP"
"CONALBAG";"FORMASCP"
"CONALBAG";"A_MORCME"
"CONALBAG";"F_MTIPED"
"CONALBAG";"USUARIOS2"
"CONALBAG";"CARASIEN"
"CONALBAG";"AGENTES"
"CONALBAG";"AGENTES"
"CONALBAG";"ESCADTOS"
"CONALBAG";"A_MALMAC"
"CONALBAG";"CLIENTES"
"CONALBAG";"CLIENTES"
"CONALBCO";"C_MORCMP"
"CONALBCO";"CARASIEN"
"CONALBCO";"CARASIEN"
"CONALBCO";"PROVEED"
"CONALBCO";"A_MALMAC"
"CONALBCO";"PROVEED"
"CONALBCO";"A_MALMAC"
"CONALBCO";"PROVEED"
"CONALBCO";"C_MORCMP"
